label,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,253,0,0,0,0,0,245,82,0,0,0,253,0,0,0,0,253,82,0,0,0,63,0,0,0,0,145,241,0,0,0,199,0,0,0,0,0,253,61,0,0,253,0,0,0,0,0,11,253,239,253,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,233,14,0,0,0,0,0,0,0,252,122,253,127,0,0,0,0,0,0,252,0,0,252,1,0,0,0,0,0,253,0,0,243,180,0,0,0,0,0,218,82,146,252,150,0,0,0,0,0,13,252,253,252,0,0,0,0,0,0,0,252,253,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,253,195,0,0,0,0,0,0,0,252,0,43,252,0,0,0,0,0,0,252,0,0,9,178,0,0,0,0,0,252,0,0,0,252,0,0,0,0,0,132,0,0,203,13,0,0,0,0,0,0,247,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,251,253,83,0,0,0,0,0,0,254,85,254,253,254,0,0,0,0,0,253,251,84,168,253,251,0,0,0,0,141,253,254,168,254,253,0,0,0,0,0,168,253,251,253,251,0,0,0,0,0,0,141,253,254,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,252,252,158,38,0,0,0,0,252,0,0,0,0,253,19,0,0,0,252,0,0,0,0,29,252,0,0,0,253,51,0,0,0,29,91,0,0,0,13,253,0,0,0,228,0,0,0,0,0,48,252,168,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,253,253,253,75,0,0,0,0,0,227,219,0,20,253,39,0,0,0,0,11,253,0,0,0,253,0,0,0,0,0,253,154,0,0,253,0,0,0,0,0,0,253,213,0,253,0,0,0,0,0,0,0,253,253,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,69,0,0,0,0,0,0,252,99,0,0,214,32,0,0,0,0,252,0,0,0,0,117,0,0,0,0,253,72,0,0,0,41,190,0,0,0,0,252,5,0,0,252,115,0,0,0,0,44,252,127,252,252,0,0,0,0,0,0,125,253,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,109,0,0,0,0,0,0,253,0,0,253,0,0,0,0,0,0,253,0,0,130,188,0,0,0,0,0,253,137,0,0,253,0,0,0,0,0,0,253,112,81,216,0,0,0,0,0,0,5,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,160,22,0,0,0,0,0,0,254,0,0,0,194,0,0,0,0,38,82,0,0,0,226,0,0,0,0,38,5,0,0,0,255,0,0,0,0,38,8,0,0,0,165,0,0,0,0,0,192,8,5,248,0,0,0,0,0,0,86,254,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,252,252,253,0,0,0,0,0,0,252,0,0,0,91,196,0,0,0,0,253,0,0,0,0,15,42,0,0,0,43,252,2,0,0,7,252,0,0,0,0,0,252,191,68,252,35,0,0,0,0,0,8,146,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,152,0,0,0,0,0,0,0,39,0,67,254,0,0,0,0,0,0,241,0,0,0,254,0,0,0,0,0,0,254,79,0,39,202,0,0,0,0,0,0,127,254,26,254,0,0,0,0,0,0,0,0,124,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,253,54,253,244,0,0,0,0,0,253,72,0,0,22,253,0,0,0,0,253,253,0,0,0,171,35,0,0,0,34,253,0,0,0,150,35,0,0,0,0,212,137,0,0,253,0,0,0,0,0,0,203,170,159,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,252,33,180,241,0,0,0,0,0,253,0,0,0,0,253,0,0,0,0,253,0,0,0,0,113,0,0,0,0,129,6,0,0,0,251,0,0,0,0,0,253,0,0,94,141,0,0,0,0,0,74,252,250,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,104,139,0,0,0,0,0,0,236,71,0,0,91,253,13,0,0,0,253,0,0,0,0,0,166,0,0,0,198,0,0,0,0,140,20,0,0,0,94,116,0,0,132,233,0,0,0,0,0,4,140,140,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,175,218,0,0,0,0,0,0,0,223,0,229,0,0,0,0,0,0,0,120,52,53,72,0,0,0,0,0,0,0,197,15,222,0,0,0,0,0,0,0,222,43,205,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,248,253,122,0,0,0,0,0,253,253,253,253,253,0,0,0,0,0,253,253,3,253,253,66,0,0,0,0,190,253,246,0,253,253,0,0,0,0,0,253,253,253,253,253,0,0,0,0,0,0,68,253,253,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,254,254,254,61,0,0,0,0,0,254,0,0,138,254,213,0,0,0,0,254,0,0,0,20,254,0,0,0,0,210,254,1,0,3,254,0,0,0,0,0,177,254,254,254,254,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,253,143,253,40,0,0,0,0,0,253,0,0,7,253,0,0,0,0,0,253,0,0,0,253,213,0,0,0,0,0,253,0,0,59,253,0,0,0,0,0,138,253,0,174,224,0,0,0,0,0,0,215,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,146,0,0,0,0,0,0,0,0,164,0,250,0,0,0,0,0,0,0,136,0,0,195,0,0,0,0,0,0,230,0,0,10,0,0,0,0,0,0,0,45,0,0,220,0,0,0,0,0,0,197,196,222,253,0,0,0,0,0,0,0,253,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,252,0,0,0,0,0,0,0,0,252,125,252,14,0,0,0,0,0,15,74,0,229,252,0,0,0,0,0,0,253,0,0,253,102,0,0,0,0,0,252,12,0,252,154,0,0,0,0,0,71,252,12,252,4,0,0,0,0,0,0,242,252,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,253,252,240,0,0,0,0,0,0,221,0,0,234,252,6,0,0,0,0,252,0,0,0,147,252,0,0,0,0,57,253,29,0,0,252,0,0,0,0,0,3,253,218,0,253,0,0,0,0,0,0,0,155,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,94,177,250,0,0,0,0,0,0,248,0,0,0,223,90,0,0,0,0,118,62,0,0,0,253,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,36,253,0,56,217,0,0,0,0,0,0,35,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,253,251,251,0,0,0,0,0,0,251,159,158,158,251,251,0,0,0,0,251,0,0,0,0,251,0,0,0,0,251,19,0,0,0,251,0,0,0,0,48,255,19,138,0,253,0,0,0,0,0,174,0,112,251,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,82,254,254,0,0,0,0,0,0,254,0,0,49,254,0,0,0,0,0,149,137,0,0,6,254,0,0,0,0,0,186,100,0,0,254,0,0,0,0,0,0,249,236,224,210,0,0,0,0,0,0,0,186,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,69,0,0,0,0,0,0,0,200,253,253,241,0,0,0,0,0,0,97,253,0,253,253,0,0,0,0,0,0,253,2,0,219,253,0,0,0,0,0,251,205,0,0,253,0,0,0,0,0,0,253,202,253,253,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,221,209,253,19,0,0,0,0,0,85,252,0,0,252,89,0,0,0,0,29,252,0,0,0,252,0,0,0,0,0,252,0,0,0,225,0,0,0,0,0,191,119,0,0,226,0,0,0,0,0,32,252,56,149,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,191,0,0,0,0,0,0,0,0,103,151,254,0,0,0,0,0,0,254,0,0,188,232,0,0,0,0,0,224,0,0,0,254,208,0,0,0,0,112,61,0,0,210,111,0,0,0,0,0,254,254,234,254,43,0,0,0,0,0,0,254,254,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
